Name,MarketCap,Watchlist
UME Token,- -,"1,185"
RoboDoge Coin,- -,"5,835"
ENERGY Token,- -,822
Safechaintoken,"$385,929","3,682"
EverBNB,"$252,218","2,928"
MORK,- -,352
AltCoin,"$288,694","1,160"
Pocket Arena,"$284,013","1,757"
Warena,"$99,748",873
renFIL,- -,257
Bafe io,- -,"23,808"
3X Long Midcap Index Token,- -,391
Deswap,- -,"8,823"
HODL Vault Token,"$313,189",935
TCASH,"$132,256",625
SW DAO,"$2,891,012",445
Mammon,- -,"4,764"
Mini Kishu,- -,"3,995"
Vault-S,- -,"10,552"
Metaxiz,- -,462
YetiCoin,- -,"1,998"
RabbitDAO,"$16,373",754
Santa Coin,"$491,746","9,136"
Gstcoin,- -,360
Studyum,"$104,907",505
LimitSwap,- -,551
BuffedShiba,- -,"9,384"
Zoo Token,"$2,107,192","13,562"
DOGUS,"$432,357",183
SolarMineX,"$624,268",606
Geopoly,"$404,628","2,447"
Electrinity,- -,856
Airbnb tokenized stock FTX,- -,683
SmartPad,"$2,717,649","1,016"
The Reaper,"$3,102,488",463
SpaceDawgs,"$3,638,381",958
Fishy Tank Token,"$403,688","1,247"
4INT,"$852,786",145
Pulse Predictions Market,- -,"2,210"
FomoETH,- -,"1,543"
Musk Ito,"$239,214",238
Atlantis Loans Polygon,"$96,548",165
Shiba Floki Inu,"$3,665,556","25,592"
Solana Ecosystem Index,"$574,372",660
YaySwap,- -,"3,230"
Orica,"$370,504","1,881,034"
Dingocoin,"$609,658","1,565"
LIQUIDCHAIN,"$44,240",960
CSP DAO,- -,631
Ninja Fantasy Token,- -,"8,696"
Crusaders of Crypto,- -,"9,121"
Secured Ship,"$220,624","3,901"
Pawn My NFT,- -,"3,646"
Basket Legends,"$122,931","5,098"
HeroesOfCrypton,"$73,503","3,035"
ApeRocket,- -,687
H2Finance,- -,"6,987"
CroxSwap,"$416,319","1,976"
QuinCoin,"$4,085,110","5,515"
Clam Island,- -,607
AlgoPad,"$97,734","6,500"
MoonForce,- -,808
Mycro,- -,580
ConeGame,"$56,598,133",769
Saja,- -,"47,884"
Income Island Token,"$596,800","9,998"
Fimi Market Inc.,"$569,685",194
Monaco Planet,- -,506
PulseMoon,"$486,940","1,499"
AurusDeFi,"$4,803,617",653
BabyDogeZilla,- -,"20,927"
Gamesta,"$389,466","2,569"
Crypto Cars World,- -,"6,266"
Trusted Node,"$3,169,238",782
CryptoRunner,"$44,165","1,375"
Baby Floki Doge,- -,"8,896"
Equity,"$540,126",415
Baby CateCoin,"$14,992","3,533"
Kanaloa Network,- -,963
PoorQUACK,"$358,517","10,394"
Derivex,- -,592
Lucid Lands V2,- -,471
Strong Inu,"$263,964","2,697"
Titania Token,"$158,513","3,024"
GreenBioX,"$520,437",555
PRISM Protocol,"$22,965,913",551
Eleven Finance,"$78,098","1,123"
Nexus Crypto Services,"$924,381","5,204"
Rally (Solana),- -,598
KaiFloki,"$147,184","10,237"
Gambler Shiba,- -,"24,805"
Cultiplan(CTPL),"$1,594,719",116
HecoFi,- -,"2,488"
Futura Finance,- -,"4,877"
ChinaZilla,- -,"2,417"
YoCoin,- -,286
BITICA COIN,"$15,492,166","1,911,894"
AlgOil,- -,"1,375"
DigiCol,"$1,354,472","4,262"
Krause,- -,384
Metaloop Tech,"$1,543,656","11,752"
EternalFlow,"$839,077","11,950"
Multi-Farm Capital,"$730,274","1,747"
Folder Protocol,"$494,001","116,322"
GameStar,- -,"2,059"
Artemis Vision,"$482,511","11,764"
Amasa,"$990,768","1,753"
StartFi,- -,575
Sacred Tails,"$320,317","1,101"
Crazy Rich Coin,"$1,666,282","5,047"
Baby Floki (BSC),- -,"9,459"
SAFE TOKEN,- -,"1,342"
Shinji Inu,- -,"4,799"
OUSE Token,"$25,772,533","1,604"
ROPE Token,- -,"3,106"
Ouranos,- -,"1,198"
EthicHub,"$1,492,084",392
Camp,- -,"1,126"
ABCC Token,- -,574
Floshin Token,"$797,443","12,961"
Mongoose,"$2,518,047","7,555"
Revive,- -,376
Solidray Finance,"$272,266","6,606"
Scorpion Finance,"$1,279,245","1,996"
ftm.guru,"$334,438",159
Moonarch.app,- -,798
Binance Multi-Chain Capital,"$501,999","1,910"
Mound Token,- -,289
NFTCircle,- -,271
Diamond Boyz Coin,- -,"4,920"
Safety,"$662,330",896
Crypto Classic,"$226,062",675
Goldex Token,- -,470
Bankcoin,- -,"1,778"
Greyhound,- -,663
SHUEY RHON RHON,- -,268
SUPERLAUNCH,- -,"6,878"
eShark Token,"$6,040,213","1,003"
Omni Cash,- -,683
BAPE Social Club,"$17,579",174
LOLTOKEN,"$854,108",425
DOGEDI,- -,"61,887"
American Shiba,"$1,883,065","6,477"
Game X Change Potion,"$409,395",388
FishingTownGilToken,- -,"1,578"
Salary,- -,"3,563"
GoldenWspp,"$659,104",812
LaunchMyNFT,"$932,783","2,020"
Vivaion,- -,373
FeelCoin,"$3,100,629",169
SuperNova Token,- -,188
InFi,"$142,626",281
Matrix Protocol,- -,"18,319"
SHIBA TRON,"$4,894,482","12,064"
Scan DeFi,"$2,884,865","2,373"
Qube Crypto Space,"$923,693","1,579"
Sting Defi,- -,700
Bingus Network,"$497,137",371
junca Cash,"$358,262","3,948"
RastaFinance Token,"$120,423",722
SnoopFlokiDog,"$288,443","16,724"
nSights DeFi Trader,"$12,833,119","3,042"
Mirrored Goldman Sachs Group Inc,- -,107
DEGEN Index,- -,"1,104"
KillSwitch,"$579,482",578
MetaVice,"$850,074","1,408"
Ameru DAO,- -,"1,951"
Shiba Heist,"$223,294",291
OBORTECH,"$2,697,674","4,338"
Safebuy,"$343,066","20,649"
Aureus Nummus Gold,- -,495
Harambe Protocol,- -,456
MetaBUSDCoin,- -,"2,913"
Pie Share,"$172,218","1,562"
RedChillies,"$166,953",124
Kickstarter,- -,"1,675"
Decentralized Community Investment Protocol,- -,"7,768"
AAptitude,"$483,945","1,959"
Euphoria,"$6,075,628",645
DECENT Database,- -,"4,613"
Froggies,- -,678
Sphynx ETH,- -,"1,150"
Ninja Squad Token,"$1,789,808",621
Shitcoin,"$98,910",594
Death Token,- -,"1,035"
Shoppi Coin,"$36,277","1,275"
Chives Coin,"$1,541,571","1,499"
The Pablo Token,- -,992
Binancedog,- -,"1,879"
MoonStar,"$1,189,062","20,173"
Jackpot,- -,498
Fantom USD,- -,370
Bitcrush,- -,575
MoonsDust,- -,"1,318"
Hero Cat Key,"$820,507,620",576
DuckDuck,"$122,888",247
Kaizilla,- -,"1,322"
Union Fair Coin,- -,694
Axion,- -,"8,515"
SolidETH,"$538,854","1,291"
Arbidoge,- -,226
Gric Coin,- -,266
Pissing Cat,- -,"8,420"
DiamondQ,"$268,454",309
MetaWolf,"$79,737",754
Canary,"$159,733","2,126"
MaticLaunch,"$247,141","1,514"
Netcoincapital,"$459,572",137
Auric Network,- -,"1,397"
Blizzard.money,- -,"2,466"
YDragon,"$554,259","1,049"
3x Short Tezos Token,- -,872
Plebe Gaming,"$88,311",238
DopeWarz,- -,843
Tempo DAO,- -,"1,418"
Sakura Neko,- -,"1,669"
DragonBite,- -,522
Solbank Token,- -,396
Mercury,- -,"1,470"
Vikings Inu,"$153,629","3,235"
SafeBull,- -,"6,878"
CollegeCoinNetwork,"$222,150",905
Muslim Coins,"$813,021","1,596"
TeslaSafe,- -,"3,347"
Moonshots Farm,"$124,870",271
Coin of Nature,"$218,882","4,492"
DETIK Token,"$589,129",596
DogZVerse,"$215,624","1,192"
Solium Rise,"$27,818",582
Bafi Finance,- -,"3,293"
Moola Celo,"$22,115,611",255
Santa Floki,"$505,997","12,695"
Pearl,- -,"1,347,317"
MetaversePRO,"$347,210","14,189"
SAVEBEE FARM HONEYCOMB,- -,538
Pet Games,- -,"11,223"
Loot Token,- -,579
SILVER (SVS),- -,113
LaunchZone (LZP),$17,755
MongolNFT Coin,"$13,645,262",80
Kingdom Karnage,"$468,793",978
Summit Defi,- -,498
Reptilian Coin,"$324,744",231
Timeleap Finance,"$35,810",331
Terra Shiba,- -,386
Parasol Finance,"$587,096","2,045"
Luminos Mining Protocol,"$37,642,960",603
Scaleswap,- -,"32,626"
Dexfolio,"$657,504","1,290"
BNBTiger,- -,"4,889"
CityStates: Medieval,- -,718
Crypto Birds,"$41,860","29,763"
Crypto Soccer,- -,"2,603"
NoLimitCoin,- -,928
Pluton Chain,$272,828
Coinsale,"$37,389",527
Island Girl,"$100,851","1,020"
CardWallet,"$475,374","2,567"
Sphynx Network,- -,"583,334"
ShineChain,- -,945
A2A,"$4,162,565",337
COBAN,- -,597
Cryptoheadz,- -,825
Baby Cake,- -,"21,805"
MeowSwap,"$1,013,490",426
Twitter tokenized stock FTX,- -,480
GAMINGDOGE,"$1,396,166","8,143"
KishuTama,- -,542
Creator Cabins,- -,67
MemeWars,"$104,707","8,592"
DKEY BANK,"$94,774",225
HELLMOON,- -,"4,077"
Loot Network,"$115,150",473
Pacific DeFi,"$43,658","431,061"
Exotix,"$3,536,688","1,545"
EarthByt,"$142,261","2,619"
The Cat Inu,"$14,202",819
Fren,"$371,981","1,012"
Trendering,- -,391
SAFETREES,- -,"6,533"
Verse,- -,"1,145"
Omni Consumer Protocols,"$160,826",374
Concretecodes,"$55,034","3,961"
Katsumi,- -,681
NFTGamingStars,"$5,498,584","9,535"
Nxtech Network,"$161,187",895
Zoo Labs,- -,663
Canadian Inuit Dog,"$65,657",268
Ino Coin,"$183,787,106","2,312"
Wingswap,"$189,948","1,230"
Binapet,- -,"4,037"
Investin,"$1,759,196","1,093"
FlokiGainz,"$178,609","2,297"
Milk,"$149,389","1,447"
The Citadel,- -,724
KnoxEdge Market,"$200,278",288
Wrapped Staked Olympus,- -,"1,408"
Coin Discovery,"$1,162,951","1,153"
myMessage,"$393,360","2,027"
Fairum,- -,294
CoviCoin,"$485,228","1,848"
bitCEO,- -,458
Madagascar,- -,"3,753"
MYRA AI,"$177,637",539
CRYPTO PHOENIX,- -,734
Emanate,- -,"1,124"
SEED,- -,"1,685"
WatchDO,"$260,932",399
LinkSync,- -,"7,117"
Fastest Alerts,"$154,415",377
SolDoge,- -,"2,394"
Apollo Coin,"$1,339,246","1,574"
Xeta Reality,"$3,049,363","3,172"
Devia8,- -,"3,150"
Manyswap,- -,"1,846"
SatoExchange Token,- -,656
ShibaZilla,- -,"11,084"
Verify Token,- -,"1,799"
My Pet Social,"$59,920","12,296"
OPPA Token,"$186,135","3,145"
Direwolf,- -,"4,385"
SpyritCoin,"$5,987,487","2,979"
Unreal Finance,- -,560
Space Vikings,"$589,222","3,083"
Swift Finance,- -,789
IterationSyndicate,- -,756
SquidKing,"$60,527",772
CeloLaunch,- -,"5,435"
APY Vision,- -,818
OFFLINE,- -,"7,834"
One Basis,- -,562
BlueArk,"$132,422,005",650
Milky Token,"$138,141","3,429"
Ethernal Finance,- -,"1,155"
Roboots,"$849,367","3,573"
Blockmine,- -,399
Zionomics,"$58,580",710
Theoscoin,- -,425
MoonLift Capital,"$2,453,050","2,320"
x99Token,"$122,407",551
Reforestation Mahogany,"$173,866","3,016"
Kardia Info,- -,467
Marscoin,"$2,329,707","6,959"
ZEUS10000 (NEW),- -,14
PokeDX,- -,"2,815"
NIFDO Protocol,- -,904
COXSWAP,- -,"5,511"
Turnt Up Tikis,"$34,295",177
Crypto Champ,- -,303
FM Gallery,- -,"1,542"
RocketBUSD,- -,"1,162"
NinjaFloki,"$320,479","19,691"
SmashCash,"$106,702",600
Felix Token,"$48,237","5,387"
degemV2,"$542,589","1,009"
BSCWIN Bulls,"$227,171","1,527"
Kangaroo Token,"$563,190",720
CPUcoin,"$73,753,245",494
VeldoraBSC,"$970,603","1,346"
WATCHMEN,"$1,366","1,979"
AnnihilationCE,- -,254
HELL HOUNDS,- -,427
MONNOS,- -,576
Fantasy World Gold,- -,"1,491"
Energy8,- -,"5,595"
Catge coin,"$176,984","7,899"
Civic Power,- -,382
EduCoin,- -,911
Baby DeFido,- -,"7,062"
JETOKEN,"$1,287,401","70,731"
Fashion Coin,- -,"2,625"
Blocksport,"$790,128","5,639"
Miners Defi,"$834,138",913
Holdenomics,- -,265
Digital Genetic Code,"$8,203",541
Algory Project,"$650,992",581
DefiBay,"$273,081","10,713"
Surviving Soldiers,"$103,630","3,381"
MIMOSA,- -,636
FIA Protocol,"$488,903","6,819"
Creator Protocol,- -,540
Shengweihu,"$26,104",670
MetaFace,$400,"12,573"
Swole Doge,"$233,880",593
Memes Token,- -,"12,890"
Crypto Rocket Launch Plus,$0,"2,045"
Global Reserve System,- -,554
Bork Inu,- -,667
LifetionCoin,- -,571
IQONIQ FanEcoSystem,- -,"1,054"
GenCoin Capital,- -,888
ProperSix,- -,465
iBNB (new),- -,"1,995"
SuperPlayer World,"$4,094,925",279
WHEN Token,- -,432
MegaToken,"$452,613","1,638"
PussyCat,"$604,373","3,427"
Kephi Gallery,"$201,191","1,626"
Metaverse DAO,"$169,693","4,490"
Celestial Unity,"$125,856",502
Givetime.io,- -,"8,130"
Essence of Creation,"$196,035",406
AltCrusaders,"$89,995",650
Superalgos,"$5,664,447",281
Brave,- -,"1,410"
BNB Shinobi,"$254,175","1,595"
3X Long Dragon Index Token,- -,379
Delos Defi,- -,"2,410"
My DeFi Legends,- -,"1,649"
SIL Finance,- -,"88,058"
Harmonized App,"$150,273",594
QChi Chain,- -,326
Liquid ICP,"$746,224","1,571"
Safefloki,"$292,863",784
MediBit,- -,999
SOLA Token,"$87,729","2,637"
B21 Invest,- -,890
happy birthday coin,"$82,074",787
Dynasty Global Investments,"$5,472,020",325
Predix Network,- -,268
Obsidium,"$103,770","13,355"
Coldbank,- -,"1,566"
Rayons Energy,"$411,151",998
StellarInu,"$592,164","2,032"
Safe Shield,- -,"1,004"
MoonRaise,"$1,025,270",244
Dark Planet,- -,486
Betswamp,"$490,615",368
Drachma,- -,"5,913"
DAppNode,- -,416
Mini Tiger,- -,"2,859"
Odin Platform,- -,503
Evil Shiba Inu,"$119,295",732
DEEPMAZE Finance,"$353,807","1,669"
Zaddy Inu Token,"$2,633,833",573
VPEX Exchange,- -,299
Pmail,$373,"2,085"
Sishi Finance,"$5,463","103,105"
Toshimon,- -,"9,246"
Reflex,- -,"1,976"
Rocket Finance,"$4,443",198
Linkka,- -,335
TrueBurn,- -,987
SWAG Finance,- -,921
Shiboshi,"$194,613","1,317"
Spaceship War,- -,"2,565"
ICEBERG,"$281,281","1,880"
EarnBet,- -,695
HappyFans,- -,"916,389"
Tundra Token,- -,638
Tezilla,"$271,697","1,400"
ETHSNIPER,- -,565
FindShibby,"$128,400","2,993"
Navigator,"$171,986","4,567"
3X Short Chainlink Token,- -,"2,316"
Arro Social,- -,671
Simpli Finance,"$495,518",287
BEM,"$899,621",766
Metoshi,"$74,382","10,489"
OrcaDAO,- -,702
Balisari,- -,166
TMETA,- -,698
MoonToken,- -,"17,855"
1X Short Dogecoin Token,- -,202
eBlockStock,"$17,630,292",358
Monster Battle,- -,"5,360"
Wild Island Game,"$157,284",399
Hyper Deflate,- -,"7,130"
ZJLT Distributed Factoring Network,- -,46
Agrinoble,- -,"1,550"
Defender of Doge,"$9,660,708","16,692"
Gonewild Token,"$6,903","1,109"
Little Angry Bunny v2,"$436,153","4,983"
Promise,- -,"2,063"
Gallant,- -,"2,021"
Conjee,- -,"1,268"
CDzExchange,- -,657
PocMon,- -,"3,372"
BUMooN,"$734,171","9,026"
Kaby Gaming Token,- -,"2,104"
STABLE ASSET,- -,708
Tranquil Finance,- -,"1,736"
PicArtNFT,- -,884
CorgiNFTGame,"$158,667","2,347"
Limbo Token,- -,336
Vtopia,"$137,169","2,654"
Auroracoin,"$1,972,179",731
NOVA,- -,"1,103"
ARTX Trading,- -,563
Mandi Token,- -,420
Mozik,- -,"1,958"
XX Platform,"$335,814","3,389"
Tratok,- -,813
Pandora Protocol,"$110,853","344,150"
AVARA,"$138,451",700
Bolt Dollar,- -,866
Kurobi,- -,884
STREAMER,"$6,074,927","26,150"
Kuber Finance,- -,"2,164"
Candylad,- -,"8,152"
Trading Membership Community,- -,424
Xriba,"$2,436,392","1,527"
DeepCloud AI,- -,599
CryptoDiceHero,"$91,010","1,398"
Sea Token,"$1,142,005","1,231"
ysoy chain farm,- -,335
LaserEyes,"$181,350","1,663"
MiniGame,"$51,278","2,168"
Yearn Finance Network,- -,664
99DEFI.NETWORK,"$45,832","1,690"
Floki Pup,- -,"2,506"
CryptoBay,- -,"1,238"
Ethera,- -,"3,826"
SmarterCoin (SMRTr),- -,"3,550"
Shiba Games,- -,"2,833"
Tsuki Inu,- -,"7,040"
Meta Hangry Games,"$90,212",384
Fantasy Token,"$7,204,178",241
Monster Slayer Cash,- -,"1,163"
Octane Finance,"$92,891",390
xToken,- -,"2,198"
Compendium Finance,"$4,681,930",456
Shiba Inu Empire,"$181,837","7,111"
Keanu Inu,- -,"7,859"
Evergreen token,- -,"5,382"
Kintaman,- -,"76,229"
CasinoXMetaverse,- -,"3,699"
UltraSafe Token,- -,"6,391"
RxC,"$62,088",486
KingXChain,- -,930
Adadex Tools,"$140,409","1,196"
Swipe (BEP2),- -,418
Lillion,"$2,322,816","5,489"
Tsukiverse:Galactic Adventures,- -,831
PetsHelp Coin,"$19,927,423","1,960"
Dexchain,- -,"1,903"
Ledgity,- -,701
Torchbearer,"$87,990",170
GizaDao,- -,521
Axia Protocol,- -,"2,182"
1Doge,- -,"392,009"
DISCIPLINA,"$1,489,381","1,916"
WHEAT,"$12,286","3,283"
Advanced Internet Blocks,- -,801
GLYPH Vault (NFTX),- -,614
Beach Token BSC,"$1,096,853","1,738"
SafeSwap Governance Token,"$3,087,376",523
Meteor Remnant Essence,"$3,386",644
CleanOcean (New),- -,600
Baby Aetherius,- -,570
Stabledoc,"$150,750","1,697"
Catchy,"$268,309","1,636"
Pocket,"$476,647","5,365"
Sportoken,"$541,273",645
Kayserispor Token,"$2,992,198",82
Jswap.Finance,- -,"235,711"
Hypersonic Finance,"$262,669",346
Boost Coin,- -,"15,303"
Clytie,"$9,710",493
PolkaParty,- -,"13,874"
Myteamcoin,"$459,451","12,073"
Tena [new],"$9,702,305",308
ARC Governance,- -,"4,210"
Hare,- -,"20,204"
3X Long Sushi Token,- -,"1,891"
Zero,"$16,676,893","1,159"
BlackPool,"$3,064,186","1,801"
Dtube Coin,- -,"2,151"
DEVA TOKEN,- -,215
AlgoVest,- -,"20,846"
Aegis Launchpad,- -,"14,064"
ASYAGRO,"$203,233","16,313"
ShibaRocket,- -,"8,338"
Cyberclassic,"$153,666",721
Sphynx BSC,- -,"2,787"
ONE PIECE,- -,"1,616"
Zinari,- -,"4,714"
Almond,- -,374
Idle Ninja Online,"$2,105,537",353
Dappsy,"$940,645","5,973"
Alibaba tokenized stock Bittrex,- -,453
TUNE TOKEN,- -,441
Lemonn,"$493,667","2,710"
Roaring Twenties,"$696,393",255
Emocoin,"$115,576,656",157
Xverse,"$231,005",878
SoMee.Social,"$428,094","1,160"
ThunderVerse,"$184,733","4,993"
Delta,"$50,613,305","1,108"
CoinMooner,"$268,244","1,071"
Urubit,"$664,737","1,510"
KingMoney,"$5,016,620","930,801"
Memecoin,"$1,889,740","1,731"
Doge King,- -,"3,381"
babyDogeKing,"$124,495",313
Panda Coin,"$87,362","4,124"
WhaleGirl,"$128,476",290
Simbcoin Swap,"$781,764","1,900"
SelfBar,"$3,419,644",16
Artery Network,"$4,258,103","1,925"
ARTE,"$413,265",130
LITTLE RABBIT,- -,"40,316"
DeFlyBall,- -,907
3x Short Bitcoin Cash Token,- -,"1,087"
ForceCowBoy,"$169,272","3,500"
CryptoSkates,- -,"1,139"
MetaZilla,- -,"10,113"
BitANT,- -,723
Gods and Legends,- -,738
Turtle Racing,- -,"2,319"
Amun Polygon Ecosystem Index,"$554,146",276
Jumbo,"$189,114",438
TigerQueen,"$1,812,407",282
Shiftal,"$1,442,464",380
Corsac,- -,"3,565"
WardenSwap,"$8,504,768","7,442"
BurningMoon,"$1,806,261","16,749"
MultiPlanetary Inus,"$4,821,664",705
Parex,"$251,209",722
Ballswapper Accelerator Reflection Token,- -,"1,398"
Cycle Finance,"$136,931",860
The Rare Antiquities Token,- -,"36,121"
Lucky Unicorn Token,- -,"17,371"
WMT,"$1,483,018",529
Popcorn,"$9,783,423",741
Matrix Labs,- -,"1,884"
MiniFlokiADA,"$30,165","8,237"
3X Long Ethereum Classic Token,- -,"1,279"
Evodefi,- -,"1,117"
BitOrbit,"$991,823","1,349,071"
Cryptokek,- -,"2,125"
Bumper,- -,"3,117"
Babylon Finance,"$2,109,704",893
Spice,- -,"1,256"
bePAY Finance,"$398,532",632
Optimus Cat,- -,"1,763"
Octafarm,"$554,151",419
DART Inu,"$135,529","2,823"
Nodeseeds,- -,509
CoShi Inu,- -,"28,257"
Community Doge Coin,"$46,215","2,291"
WOLF PUPS,- -,565
Less Network,"$1,069,308","466,079"
Magic Of Universe,"$193,952","1,273"
Node Squared,"$1,998,582",562
Dios Finance,"$704,915",494
MoMo KEY,- -,"55,872"
Ari Swap,- -,444
MOTIV Protocol,- -,533
LedgerScore,- -,"6,615"
MoonWay,"$1,045,784","2,300"
Wisteria Swap,- -,666
3x Long Bitcoin Cash Token,- -,879
For Meta World,"$1,326,533",231
X-HASH,"$28,465",605
BUSDX,- -,"3,803"
Bantu,- -,912
THTF,"$198,334",187
PlayChip,- -,"1,163"
FLOOF,- -,"2,069"
Bedpage Coin,- -,137
Floki Rocket,"$354,902","4,396"
LeapableIO,"$32,339",589
Buff Floki Coin,"$167,331",897
Your Finance Decentralized,- -,"1,209"
PURR Vault (NFTX),- -,172
WalletNow,- -,505
Crypto Island,- -,"25,285"
JSB FOUNDATION,"$482,454","3,331"
MAGA Coin,"$895,996","2,177"
ShibaElonVerse,"$218,189","1,503"
GoldFarm,- -,"5,666"
BANCC,- -,"5,855"
Decentralized Reit,- -,"1,926"
Tipsy,- -,"18,846"
DiemLibre,- -,"1,246"
PayRue (Propel),"$364,425","4,512"
Moebius,- -,179
Crossing the Yellow Blocks,- -,250
BOHR,"$4,959,476",532
SOLVIEW,"$142,559","1,246"
EncrypGen,"$3,277,337","1,896"
Moma Protocol,- -,512
Grimace.top,- -,"5,296"
HIKOBABA,"$87,165",800
ZilPay Wallet / Dragon Zil Token,- -,294
Entropyfi,"$799,090",420
Solar Energy,"$84,574","14,434"
Doge Alliance,- -,690
Maximus,"$59,431",384
Alita Finance,"$4,255,116","1,010"
EagonSwap Token,- -,863
RARA,- -,"161,095"
LEVELG,- -,259
Ape Fun Token,- -,"1,229"
Instinct,"$707,616","12,305"
H-Space Metaverse,"$211,798","2,327"
Sensei Shib,- -,944
Digipharm,"$1,631,364",441
NEFTiPEDiA,"$500,017","1,869"
GNOME,- -,160
Alien Shiba Inu,"$105,002","4,283"
Born To Race,"$856,505","5,023"
VIP Token,"$1,685,007","2,703"
The Flash Currency,"$1,022,437","1,178"
OJE Token,"$80,646",257
La Casa De Papel,"$7,767","2,561"
SuperDoge,"$1,627,676","6,275"
TRINITY,"$67,614",500
CryptoClans,- -,520
Good Bridging,- -,"1,111"
AK12,- -,323
Kally,- -,"6,992"
Bankless BED Index,"$2,898,615",501
Moonpoly,- -,"2,547"
Hoopoe,- -,692
Radar,"$6,270,512","2,291"
Polka Classic,- -,"1,994"
Trickle,"$29,534","2,353"
SatoshiCrypto,"$97,062","19,191"
Bitcoin Asset,"$2,196,666","188,238"
Minifootball,- -,"15,189"
Degen Ape Club,"$163,589","5,394"
HoneyBee,- -,"1,914"
NFTGamingStars,"$5,510,170","9,535"
HASH Token,"$327,364","4,892"
Weboo Swap,$79,"1,095"
ILUS Coin,- -,227
IQCOIN,"$268,301",751
Rubycoin,- -,485
Valentine Floki,"$140,965","6,211"
AMATERAS,- -,608
Moonbet,- -,"1,189"
ForeverGrow,"$211,494","20,492"
Marketing Samurai RBXS,"$3,041,896",198
Leonidas Token,"$196,827","5,828"
eEat,"$48,793",204
Kripto Galaxy Battle,- -,235
Shilly Bar,"$131,850",494
Galaxy Surge,- -,"1,399"
TYCHE Lotto,"$9,154,570",127
WorldCoin,"$2,811,751","2,036"
RiseHero,"$50,697",597
SPIDEY FLOKI,"$61,839",365
Poof.cash,- -,244
Lonelyfans (NEW),"$1,199,526",462
NCAT Token,- -,"15,513"
snglsDAO,- -,756
Rocky Inu,- -,"2,302"
Whive Protocol,- -,391
SOLCash,"$271,352","1,333"
50x.com,"$4,103,392",419
UniArts,- -,343
Shinomics,"$67,367","5,222"
Meta Billionaires Club,- -,883
dexIRA,- -,"1,258"
Eternal Cash,- -,461
Kaco Finance,- -,309
SolanaSail,"$636,177","3,213"
Velox,- -,"2,462"
Poopsicle,"$207,999",324
CatBread,- -,"2,425"
ChampInu,"$113,244","1,160"
DONASWAP,"$240,995","1,004"
AI Network,- -,550
Joke Community,"$1,934,665",249
Military Finance,- -,"3,780"
BaTorrent,- -,"1,918"
Decentralized Universal Basic Income,- -,229
CherryPick,- -,483
MiniBTC,"$151,238","4,097"
ChadFi,"$215,036",165
UCROWDME,"$41,822",678
Guarded Ether,"$6,343,242",316
Meta Speed Game,"$23,998","1,062"
Satoru Inu,"$296,403","3,275"
BakedCake,- -,"12,624"
ACY FINANCE,- -,814
DRIVENx,- -,"2,181"
Polkainsure Finance,- -,"1,594"
AltSwitch,- -,"2,056"
PinkPanda,- -,"3,493"
Refugees Token,"$166,241","1,725"
Ariadne,- -,"1,158"
Red Floki,"$456,623","7,910"
Utopia Genesis Foundation,"$250,083","1,221"
Ross Inu,- -,"1,704"
Anime Token,- -,"6,921"
ToxicGameNFT,"$50,659","1,788"
Emrals,- -,422
MDsquare,- -,615
CAGE,- -,459
Chum Coin,"$7,628,652",141
The Mars Shiba,"$75,956","10,975"
GreenTrust,"$75,265","19,323"
Crypto Holding Frank Token,- -,275
Moola Market,- -,439
StarChainDoge,"$106,289",398
Galatic Kitty Fighters,"$7,920","1,917"
Monsta Infinite,"$1,197,692",854
Edge,"$6,818,062","1,574"
Paladin dao,"$94,612",710
